Rk_batting,Name,Age_batting,Tm_batting,Lg_x,G_x,PA,AB,R_x,H_x,2B,3B,HR_x,RBI,SB,CS,BB_x,SO_x,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP_x,SH,SF,IBB_x,Rk_pitching,Age_pitching,Tm_pitching,Lg_y,W,L,W-L%,ERA,G_y,GS,GF,CG,SHO,SV,IP,H_y,R_y,ER,HR_y,BB_y,IBB_y,SO_y,HBP_y,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
404,Shelby Miller,32,LAD,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,490,32,LAD,NL,1,0,1.0,2.4,25,0,10,0,0,1,30.0,12,8,8,3,18,1,31,2,0,1,120,186,4.52,1.0,3.6,0.9,5.4,9.3,1.72
412,Rafael Montero,32,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,501,32,HOU,AL,2,3,0.4,6.26,40,0,16,0,0,1,41.2,47,31,29,8,17,0,43,3,0,0,184,67,5.16,1.536,10.2,1.7,3.7,9.3,2.53
415,Jovani Moran*,26,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,505,26,MIN,AL,2,2,0.5,4.31,38,0,10,0,0,0,39.2,31,21,19,3,22,1,46,0,0,2,167,101,3.62,1.336,7.0,0.7,5.0,10.4,2.09
425,Andrés Muñoz,24,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,514,24,SEA,AL,2,3,0.4,2.66,21,0,2,0,0,1,20.1,13,6,6,1,8,0,30,1,0,1,83,157,2.31,1.033,5.8,0.4,3.5,13.3,3.75
426,Penn Murfee,29,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,515,29,SEA,AL,1,2,0.333,1.29,16,0,3,0,0,0,14.0,5,5,2,1,10,3,16,1,1,0,58,327,4.29,1.071,3.2,0.6,6.4,10.3,1.6
431,James Naile,30,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,519,30,STL,NL,0,0,0.0,11.74,5,0,2,0,0,0,7.2,18,14,10,0,7,0,4,0,0,0,48,39,4.98,3.261,21.1,0.0,8.2,4.7,0.57
435,Hector Neris,34,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,525,34,HOU,AL,5,2,0.714,1.51,44,0,4,0,0,2,41.2,24,8,7,5,20,0,49,2,0,3,165,279,4.08,1.056,5.2,1.1,4.3,10.6,2.45
454,Chris Owings,31,PIT,NL,10,25,25,0,4,0,0,0,0,0,0,0,12,0.16,0.16,0.16,0.32,-12,4,1,0,0,0,0,544,31,PIT,NL,0,0,0.0,0.0,1,0,1,0,0,0,1.0,2,0,0,0,0,0,0,0,0,0,6,0,3.29,2.0,18.0,0.0,0.0,0.0,0.0
467,Carlos Pérez,32,OAK,AL,47,140,125,12,29,4,0,5,17,0,0,11,27,0.232,0.293,0.384,0.677,93,48,1,1,0,3,0,560,32,OAK,AL,0,0,0.0,10.8,2,0,2,0,0,0,1.2,4,2,2,1,2,0,0,0,0,0,10,46,14.69,3.6,21.6,5.4,10.8,0.0,0.0
468,Carlos Pérez,26,CHW,AL,11,14,13,0,2,1,0,0,1,0,0,1,4,0.154,0.214,0.231,0.445,23,3,1,0,0,0,0,560,32,OAK,AL,0,0,0.0,10.8,2,0,2,0,0,0,1.2,4,2,2,1,2,0,0,0,0,0,10,46,14.69,3.6,21.6,5.4,10.8,0.0,0.0
480,Nick Pivetta,30,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,571,30,BOS,AL,6,5,0.545,4.38,24,8,2,0,0,0,76.0,58,42,37,12,33,1,95,4,1,4,322,107,4.3,1.197,6.9,1.4,3.9,11.3,2.88
484,Ryan Pressly,34,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,575,34,HOU,AL,2,2,0.5,2.84,44,0,36,0,0,23,44.1,31,20,14,5,9,0,49,0,0,1,172,148,3.15,0.902,6.3,1.0,1.8,9.9,5.44
486,Cole Ragans*,25,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,583,25,TOT,AL,2,3,0.4,5.22,18,1,1,0,0,0,29.1,24,18,17,4,16,1,27,1,0,2,126,86,4.96,1.364,7.4,1.2,4.9,8.3,1.69
486,Cole Ragans*,25,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,584,25,TEX,AL,2,3,0.4,5.92,17,0,1,0,0,0,24.1,20,17,16,4,14,1,24,1,0,2,106,75,5.3,1.397,7.4,1.5,5.2,8.9,1.71
486,Cole Ragans*,25,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,585,25,KCR,AL,0,0,0.0,1.8,1,1,0,0,0,0,5.0,4,1,1,0,2,0,3,0,0,0,20,261,3.29,1.2,7.2,0.0,3.6,5.4,1.5
487,Cole Ragans*,25,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,583,25,TOT,AL,2,3,0.4,5.22,18,1,1,0,0,0,29.1,24,18,17,4,16,1,27,1,0,2,126,86,4.96,1.364,7.4,1.2,4.9,8.3,1.69
487,Cole Ragans*,25,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,584,25,TEX,AL,2,3,0.4,5.92,17,0,1,0,0,0,24.1,20,17,16,4,14,1,24,1,0,2,106,75,5.3,1.397,7.4,1.5,5.2,8.9,1.71
487,Cole Ragans*,25,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,585,25,KCR,AL,0,0,0.0,1.8,1,1,0,0,0,0,5.0,4,1,1,0,2,0,3,0,0,0,20,261,3.29,1.2,7.2,0.0,3.6,5.4,1.5
501,Pablo Reyes,29,BOS,AL,27,72,66,9,20,4,0,0,9,1,1,4,10,0.303,0.338,0.364,0.702,89,24,1,0,1,1,0,597,29,BOS,AL,0,0,0.0,9.0,1,0,1,0,0,0,1.0,2,1,1,0,2,0,0,0,0,0,7,69,9.29,4.0,18.0,0.0,18.0,0.0,0.0
516,Taylor Rogers*,32,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,612,32,SFG,NL,5,3,0.625,3.03,38,0,5,0,0,1,32.2,19,12,11,4,16,2,42,3,0,2,135,143,4.05,1.071,5.2,1.1,4.4,11.6,2.63
517,Tyler Rogers,32,SFG,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,614,32,SFG,NL,3,4,0.429,2.2,44,0,7,0,0,2,49.0,39,13,12,3,14,2,38,1,0,0,200,196,3.45,1.082,7.2,0.6,2.6,7.0,2.71
521,Jordan Romano,30,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,616,30,TOR,AL,4,5,0.444,2.97,41,0,35,0,0,26,39.1,33,13,13,4,13,4,48,1,1,0,163,142,3.24,1.169,7.6,0.9,3.0,11.0,3.69
522,JoJo Romero*,26,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,617,26,STL,NL,2,0,1.0,2.55,13,0,3,0,0,0,17.2,9,6,5,1,8,0,18,0,0,0,69,173,3.35,0.962,4.6,0.5,4.1,9.2,2.25
527,Michael Rucker,29,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,619,29,CHC,NL,2,1,0.667,5.21,32,0,11,0,0,0,38.0,39,22,22,6,16,0,38,3,0,1,165,86,4.84,1.447,9.2,1.4,3.8,9.0,2.38
532,José Ruiz,28,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,620,28,TOT,MLB,2,1,0.667,5.48,37,0,14,0,0,0,42.2,47,28,26,8,21,1,38,6,1,3,198,79,5.84,1.594,9.9,1.7,4.4,8.0,1.81
532,José Ruiz,28,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,621,28,CHW,AL,0,0,0.0,22.09,4,0,1,0,0,0,3.2,8,9,9,3,4,0,3,2,1,0,25,22,17.2,3.273,19.6,7.4,9.8,7.4,0.75
532,José Ruiz,28,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,622,28,ARI,NL,2,1,0.667,3.92,33,0,13,0,0,0,39.0,39,19,17,5,17,1,35,4,0,3,173,109,4.78,1.436,9.0,1.2,3.9,8.1,2.06
533,José Ruiz,28,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,620,28,TOT,MLB,2,1,0.667,5.48,37,0,14,0,0,0,42.2,47,28,26,8,21,1,38,6,1,3,198,79,5.84,1.594,9.9,1.7,4.4,8.0,1.81
533,José Ruiz,28,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,621,28,CHW,AL,0,0,0.0,22.09,4,0,1,0,0,0,3.2,8,9,9,3,4,0,3,2,1,0,25,22,17.2,3.273,19.6,7.4,9.8,7.4,0.75
533,José Ruiz,28,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,622,28,ARI,NL,2,1,0.667,3.92,33,0,13,0,0,0,39.0,39,19,17,5,17,1,35,4,0,3,173,109,4.78,1.436,9.0,1.2,3.9,8.1,2.06
542,Cole Sands,25,MIN,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,629,25,MIN,AL,0,0,0.0,4.5,10,0,8,0,0,0,14.0,15,7,7,3,9,0,14,0,0,2,66,98,6.0,1.714,9.6,1.9,5.8,9.0,1.56
545,Tony Santillan,26,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,632,26,CIN,NL,1,0,1.0,2.7,3,0,1,0,0,0,3.1,4,1,1,0,5,1,1,0,0,0,18,192,7.19,2.7,10.8,0.0,13.5,2.7,0.2
546,Tayler Saucedo*,30,SEA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,634,30,SEA,AL,2,1,0.667,2.54,29,0,12,0,0,0,28.1,26,9,8,1,13,1,29,2,0,1,124,163,3.29,1.376,8.3,0.3,4.1,9.2,2.23
547,Josh Sborz,29,TEX,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,635,29,TEX,AL,4,4,0.5,4.54,29,0,5,0,0,0,37.2,28,19,19,4,13,0,52,1,0,2,153,97,3.02,1.088,6.7,1.0,3.1,12.4,4.0
549,Jonathan Schoop,31,DET,AL,55,151,136,15,29,8,0,0,7,0,0,13,37,0.213,0.278,0.272,0.55,56,37,6,0,0,2,0,639,31,DET,AL,0,0,0.0,0.0,1,0,1,0,0,0,1.1,1,0,0,0,0,0,1,0,0,0,5,0,1.79,0.75,6.8,0.0,0.0,6.8,0.0
550,John Schreiber,29,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,640,29,BOS,AL,1,0,1.0,2.12,18,0,2,0,0,0,17.0,14,5,4,1,8,0,21,1,0,0,70,224,3.17,1.294,7.4,0.5,4.2,11.1,2.63
552,Tayler Scott,31,TOT,MLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,642,31,TOT,MLB,0,0,0.0,7.36,11,1,2,0,0,0,11.0,13,10,9,2,8,2,12,2,0,1,55,66,6.2,1.909,10.6,1.6,6.5,9.8,1.5
552,Tayler Scott,31,TOT,MLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,643,31,TOT,AL,0,0,0.0,5.4,5,1,1,0,0,0,5.0,7,4,3,2,4,0,4,1,0,1,25,94,9.89,2.2,12.6,3.6,7.2,7.2,1.0
552,Tayler Scott,31,TOT,MLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,644,31,LAD,NL,0,0,0.0,9.0,6,0,1,0,0,0,6.0,6,6,6,0,4,2,8,1,0,0,30,52,3.12,1.667,9.0,0.0,6.0,12.0,2.0
552,Tayler Scott,31,TOT,MLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,645,31,BOS,AL,0,0,0.0,4.91,4,1,1,0,0,0,3.2,6,3,2,1,4,0,2,1,0,1,20,103,9.83,2.727,14.7,2.5,9.8,4.9,0.5
552,Tayler Scott,31,TOT,MLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,646,31,OAK,AL,0,0,0.0,6.75,1,0,0,0,0,0,1.1,1,1,1,1,0,0,2,0,0,0,5,77,10.04,0.75,6.8,6.8,0.0,13.5,0.0
553,Tayler Scott,31,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,642,31,TOT,MLB,0,0,0.0,7.36,11,1,2,0,0,0,11.0,13,10,9,2,8,2,12,2,0,1,55,66,6.2,1.909,10.6,1.6,6.5,9.8,1.5
553,Tayler Scott,31,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,643,31,TOT,AL,0,0,0.0,5.4,5,1,1,0,0,0,5.0,7,4,3,2,4,0,4,1,0,1,25,94,9.89,2.2,12.6,3.6,7.2,7.2,1.0
553,Tayler Scott,31,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,644,31,LAD,NL,0,0,0.0,9.0,6,0,1,0,0,0,6.0,6,6,6,0,4,2,8,1,0,0,30,52,3.12,1.667,9.0,0.0,6.0,12.0,2.0
553,Tayler Scott,31,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,645,31,BOS,AL,0,0,0.0,4.91,4,1,1,0,0,0,3.2,6,3,2,1,4,0,2,1,0,1,20,103,9.83,2.727,14.7,2.5,9.8,4.9,0.5
553,Tayler Scott,31,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,646,31,OAK,AL,0,0,0.0,6.75,1,0,0,0,0,0,1.1,1,1,1,1,0,0,2,0,0,0,5,77,10.04,0.75,6.8,6.8,0.0,13.5,0.0
554,Tayler Scott,31,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,642,31,TOT,MLB,0,0,0.0,7.36,11,1,2,0,0,0,11.0,13,10,9,2,8,2,12,2,0,1,55,66,6.2,1.909,10.6,1.6,6.5,9.8,1.5
554,Tayler Scott,31,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,643,31,TOT,AL,0,0,0.0,5.4,5,1,1,0,0,0,5.0,7,4,3,2,4,0,4,1,0,1,25,94,9.89,2.2,12.6,3.6,7.2,7.2,1.0
554,Tayler Scott,31,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,644,31,LAD,NL,0,0,0.0,9.0,6,0,1,0,0,0,6.0,6,6,6,0,4,2,8,1,0,0,30,52,3.12,1.667,9.0,0.0,6.0,12.0,2.0
554,Tayler Scott,31,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,645,31,BOS,AL,0,0,0.0,4.91,4,1,1,0,0,0,3.2,6,3,2,1,4,0,2,1,0,1,20,103,9.83,2.727,14.7,2.5,9.8,4.9,0.5
554,Tayler Scott,31,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,646,31,OAK,AL,0,0,0.0,6.75,1,0,0,0,0,0,1.1,1,1,1,1,0,0,2,0,0,0,5,77,10.04,0.75,6.8,6.8,0.0,13.5,0.0
555,Tayler Scott,31,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,642,31,TOT,MLB,0,0,0.0,7.36,11,1,2,0,0,0,11.0,13,10,9,2,8,2,12,2,0,1,55,66,6.2,1.909,10.6,1.6,6.5,9.8,1.5
555,Tayler Scott,31,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,643,31,TOT,AL,0,0,0.0,5.4,5,1,1,0,0,0,5.0,7,4,3,2,4,0,4,1,0,1,25,94,9.89,2.2,12.6,3.6,7.2,7.2,1.0
555,Tayler Scott,31,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,644,31,LAD,NL,0,0,0.0,9.0,6,0,1,0,0,0,6.0,6,6,6,0,4,2,8,1,0,0,30,52,3.12,1.667,9.0,0.0,6.0,12.0,2.0
555,Tayler Scott,31,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,645,31,BOS,AL,0,0,0.0,4.91,4,1,1,0,0,0,3.2,6,3,2,1,4,0,2,1,0,1,20,103,9.83,2.727,14.7,2.5,9.8,4.9,0.5
555,Tayler Scott,31,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,646,31,OAK,AL,0,0,0.0,6.75,1,0,0,0,0,0,1.1,1,1,1,1,0,0,2,0,0,0,5,77,10.04,0.75,6.8,6.8,0.0,13.5,0.0
561,Paul Sewald,33,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,652,33,SEA,AL,3,0,1.0,2.95,41,0,28,0,0,19,39.2,27,13,13,4,13,1,58,0,0,1,155,140,2.66,1.008,6.1,0.9,2.9,13.2,4.46
564,Zack Short,28,DET,AL,62,150,135,10,27,4,0,4,20,1,0,14,38,0.2,0.273,0.319,0.592,65,43,1,0,0,1,0,656,28,DET,AL,0,0,0.0,3.0,3,0,3,0,0,0,3.0,7,1,1,0,0,0,0,1,0,0,17,161,4.29,2.333,21.0,0.0,0.0,0.0,0.0
565,Lucas Sims,29,CIN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,660,29,CIN,NL,3,2,0.6,3.2,41,0,2,0,0,1,39.1,20,14,14,4,23,1,48,7,0,3,164,149,4.46,1.093,4.6,0.9,5.3,11.0,2.09
586,Jacob Stallings,33,MIA,NL,49,159,137,13,27,6,0,1,10,0,0,15,40,0.197,0.287,0.263,0.549,53,36,3,3,2,2,0,681,33,MIA,NL,0,0,0.0,6.75,4,0,4,0,0,0,4.0,7,3,3,1,0,0,1,1,0,0,18,70,6.79,1.75,15.8,2.3,0.0,2.3,0.0
587,Ryne Stanek,31,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,682,31,HOU,AL,2,1,0.667,4.76,36,0,8,0,0,0,34.0,31,19,18,4,19,1,35,0,1,2,150,89,4.44,1.471,8.2,1.1,5.0,9.3,1.84
600,Brent Suter*,33,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,703,33,COL,NL,4,0,1.0,2.74,32,0,8,0,0,0,42.2,35,18,13,2,14,0,35,1,0,1,175,185,3.31,1.148,7.4,0.4,3.0,7.4,2.5
604,Domingo Tapia,31,SDP,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,708,31,SDP,NL,0,1,0.0,3.57,15,0,6,0,0,1,17.2,13,8,7,2,12,1,14,1,0,0,75,116,5.38,1.415,6.6,1.0,6.1,7.1,1.17
619,Lane Thomas,27,WSN,NL,96,421,389,65,113,25,2,16,53,8,2,24,109,0.29,0.337,0.488,0.826,129,190,3,5,0,3,0,717,27,WSN,NL,0,0,0.0,27.0,1,0,1,0,0,0,1.0,3,3,3,1,0,0,1,0,0,0,6,21,14.29,3.0,27.0,9.0,0.0,9.0,0.0
623,Justin Topa,32,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,724,32,SEA,AL,1,3,0.25,2.84,42,0,8,0,0,2,38.0,38,15,12,2,11,3,36,1,0,0,161,145,3.03,1.289,9.0,0.5,2.6,8.5,3.27
630,Alan Trejo,27,COL,NL,47,133,126,13,30,9,0,1,15,4,0,5,31,0.238,0.265,0.333,0.598,54,42,2,0,1,1,0,728,27,COL,NL,0,0,0.0,13.5,2,0,2,0,0,0,2.0,4,3,3,2,0,0,1,0,0,0,10,43,15.29,2.0,18.0,9.0,0.0,4.5,0.0
652,Alex Vesia*,27,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,748,27,LAD,NL,0,4,0.0,6.2,30,1,4,0,0,1,24.2,36,18,17,4,13,2,39,1,0,2,122,72,3.94,1.986,13.1,1.5,4.7,14.2,3.0
655,David Villar,26,SFG,NL,44,135,120,15,18,6,0,5,12,1,1,10,42,0.15,0.237,0.325,0.562,53,39,1,4,0,1,0,751,26,SFG,NL,0,0,0.0,0.0,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,3,0,6.29,1.0,0.0,0.0,9.0,0.0,0.0
677,Luke Williams,26,LAD,NL,4,10,10,0,1,0,0,0,0,1,0,0,3,0.1,0.1,0.1,0.2,-46,1,0,0,0,0,0,784,26,LAD,NL,0,0,0.0,0.0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,0,3.29,0.0,0.0,0.0,0.0,0.0,0.0
692,Alex Young*,29,CIN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,809,29,CIN,NL,4,0,1.0,2.31,45,0,1,0,0,1,39.0,36,12,10,5,14,0,38,1,0,0,166,206,4.16,1.282,8.3,1.2,3.2,8.8,2.71
